,index,team_id,opponent_team_id,playerName,AerialLossPerD90m,AerialLossPerDefense,AerialLossTotal,AerialWonPerD90m,AerialWonPerDefense,AerialWonTotal,AttackTimes,ClearPerD90m,ClearPerDefense,ClearTotal,DefendTimes,DispossessedInD3rdPerA90m,DispossessedInD3rdPerAttack,DispossessedInD3rdTotal,DispossessedPerA90m,DispossessedPerAttack,DispossessedTotal,DribblePerA90m,DribblePerAttack,DribbleTotal,ForwardPassMeterPerA90m,ForwardPassMeterPerAttack,ForwardPassMeterTotal,ForwardPassPerA90m,ForwardPassPerAttack,ForwardPassTotal,FoulPerD90m,FoulPerDefense,FoulTotal,FouledPerA90m,FouledPerAttack,FouledTotal,GoalPerA90m,GoalPerAttack,GoalTotal,InterceptionsPerD90m,InterceptionsPerDefense,InterceptionsTotal,KeyPassPerA90m,KeyPassPerAttack,KeyPassTotal,PassCrossAccuratePerA90m,PassCrossAccuratePerAttack,PassCrossAccurateTotal,PassLeadingKpPerA90m,PassLeadingKpPerAttack,PassLeadingKpTotal,PassPerA90m,PassPerAttack,PassTotal,Rounds,SavePerD90m,SavePerDefense,SaveTotal,ShotPerA90m,ShotPerAttack,ShotTotal,SuccessPassPerA90m,SuccessPassPerAttack,SuccessPassTotal,SuccessfulPassToA3rdPerA90m,SuccessfulPassToA3rdPerAttack,SuccessfulPassToA3rdTotal,TacklesPerD90m,TacklesPerDefense,TacklesTotal,TurnoverPerA90m,TurnoverPerAttack,TurnoverTotal,UnSuccessPassPerA90m,UnSuccessPassPerAttack,UnSuccessPassTotal,minutes
17,17,546,1901,Georginio Wijnaldum,0.30349315941326666,0.2241821533898946,0.24675324675324675,0.17987259302963082,0.1431132058839086,0.16494845360824742,0.6954550814259697,0.14174903402109967,0.10880092451994255,0.20634920634920634,0.5099430506387569,0.22724301102048433,0.3267361168618228,0.36363636363636365,0.3864236014496066,0.39417276993264255,0.4807692307692308,0.372129693045265,0.43642609895114903,0.4857142857142857,0.08104519125918819,0.07650393506218023,0.049444666542943404,0.33710259184212116,0.3609306291975,0.41751824817518246,0.26941351380428546,0.22486307660249888,0.3170731707317073,0.3165747208190537,0.33607551387650847,0.40425531914893614,0.14833032397318557,0.21473249529361757,0.2857142857142857,0.16781440918970134,0.12999590136994527,0.15,0.17709565614428324,0.21447339122689818,0.27450980392156865,0.026272432504921138,0.03548355452163068,0.058823529411764705,0.21734466890434762,0.2474692975694979,0.358974358974359,0.4515018389095092,0.4587558162791529,0.5047892720306514,0.6918394208621257,,,,0.2586115812253662,0.2722800973848524,0.30303030303030304,0.5252437533310148,0.5157143299968526,0.525,0.5292331291593697,0.5294801158259552,0.5377358490566038,0.2760958249430535,0.2233799273241377,0.23076923076923078,0.4406826504971698,0.5785100873090684,0.6666666666666666,0.0,0.020228789242102616,0.26591760299625467,0.695503421309873
18,18,594,2243,Etienne Capoue,0.3956571836024577,0.3706537702837839,0.45454545454545453,0.4506274983731525,0.4300777822394741,0.5876288659793815,0.6105834108506819,0.5192918300934607,0.49664334268839866,0.9841269841269841,0.8110974295828846,0.31590814666066525,0.344524078963913,0.45454545454545453,0.2091648294934034,0.15714177688768433,0.25,0.4138610947616245,0.3681485872357242,0.4857142857142857,0.11695321996303336,0.09024053641945504,0.07184141365543635,0.41211195928304556,0.23621229447884587,0.4021897810218978,0.5434888919085479,0.6033216326921951,0.8536585365853658,0.6291726841507779,0.47788859609275125,0.6808510638297872,0.08248219829426766,0.09056913067978074,0.14285714285714285,0.8372893227591391,0.8385742837142364,1.0,0.08440951424713496,0.07753701142359509,0.11764705882352941,0.0,0.0,0.0,0.08632791229820622,0.07455481867653375,0.1282051282051282,0.44407282033356255,0.2554931648403804,0.4410919540229885,0.8593287265547878,,,,0.18694833597198307,0.14929376755102897,0.19696969696969696,0.4230527683787892,0.2757889474332158,0.41510416666666666,0.4419711139624539,0.31654033642609697,0.41509433962264153,0.5276539380200979,0.5830287914671534,0.6346153846153846,0.12081997540166448,0.10453361566903503,0.19607843137254902,0.30760806354546644,0.2648418577722402,0.5805243445692884,0.8079178885630498
19,19,3008,1143,Aron Gunnarsson,0.29788743043340193,0.30027783000980696,0.24675324675324675,0.3323578939285069,0.3361257932009246,0.30927835051546393,0.34086234229040846,0.37458627543299605,0.3832555857092788,0.5079365079365079,0.5204709866092044,0.09816697598106452,0.10231940583378284,0.09090909090909091,0.03265240626796804,0.02264506936288295,0.038461538461538464,0.22695069797466316,0.19294516528656194,0.17142857142857143,0.13594971803276315,0.09986541208914189,0.0588530480635987,0.3752473936485896,0.19196692896173403,0.2124087591240876,0.3122187506348523,0.3645658602205662,0.36585365853658536,0.3759138206857937,0.27213229638564124,0.2553191489361702,0.1281547827178425,0.13448957857903543,0.14285714285714285,0.42970053753664017,0.4626488940483511,0.36666666666666664,0.13114930471502725,0.11513768446675796,0.11764705882352941,0.045397836247509434,0.044447565214338375,0.058823529411764705,0.08047798243876673,0.06642558719236036,0.07692307692307693,0.20363864012681654,0.10804663217621203,0.1810344827586207,0.5097071405067456,,,,0.22343584314051515,0.17053234305630474,0.15151515151515152,0.0,0.03658796275854405,0.109375,0.29561393420721965,0.2017732540830326,0.18396226415094338,0.14654689136266758,0.17086509141934245,0.1346153846153846,0.33738097937294675,0.3028688605549921,0.29411764705882354,0.3323612043724971,0.2617295381436507,0.35580524344569286,0.4804496578690127
20,20,704,2229,Nemanja Matic,0.2945503965707407,0.27639155268997173,0.3116883116883117,0.3725195499262796,0.3560194261272501,0.4329896907216495,0.6821177302920328,0.4294983738022692,0.4121017025295349,0.7301587301587301,0.7008311528397725,0.4618036883560558,0.6192867905575087,0.7272727272727273,0.514419123603491,0.4822627399263411,0.6153846153846154,0.26690918293107274,0.29194948697711126,0.34285714285714286,0.15454778170782482,0.13391135402723225,0.10786320797813909,0.7470002242334963,0.5915045274438705,0.6284671532846715,0.312504675305992,0.33940311633415843,0.4634146341463415,0.22840041410139061,0.2283048725829636,0.2978723404255319,0.07535929311781017,0.10174953959484344,0.14285714285714285,0.32789031825742704,0.33135804766664806,0.36666666666666664,0.15424034416221172,0.17421731123388579,0.23529411764705882,0.02669544418192125,0.033627284317892046,0.058823529411764705,0.1419712258765812,0.15076498087547813,0.23076923076923078,0.7225355869390305,0.5770546758953327,0.6283524904214559,0.7416913458374466,,,,0.13138773941291892,0.12901808136614767,0.15151515151515152,0.70708302994727,0.5833961362906938,0.6130208333333333,0.59868669467793,0.5455450571369773,0.5849056603773585,0.3101684956612774,0.3380285920294201,0.34615384615384615,0.26301266277875784,0.31774205628015667,0.4117647058823529,0.2710786987556113,0.36920714316019465,0.599250936329588,0.7942326490713587
21,21,184,682,Jonjo Shelvey,0.33068592413295017,0.29197161924687737,0.11688311688311688,0.18380527424900395,0.16735159503552924,0.08247422680412371,0.1173765508928688,0.15873235582550876,0.14570603477927077,0.09523809523809523,0.14549792211790066,0.18139008995576755,0.1910369136615408,0.09090909090909091,0.05307830580863433,0.03800566056257934,0.019230769230769232,0.41935291486506643,0.3602410371903342,0.17142857142857143,0.36505577557649405,0.24804300781674068,0.09510441439084165,0.7699635385441695,0.40673552382020756,0.13722627737226278,0.3758230661654797,0.387840047081654,0.1951219512195122,0.16358429021019963,0.12106882394454502,0.0425531914893617,0.0,0.0,0.0,0.13089653486280983,0.12471997381932864,0.03333333333333333,0.6866126600732235,0.6090801495999622,0.3333333333333333,0.46136642543381756,0.45642555144046404,0.3235294117647059,0.5452512300581481,0.45474309811761876,0.28205128205128205,0.6891046880376795,0.35761331199337626,0.1307471264367816,0.1748930569266206,,,,0.5367157485093971,0.41391331293333855,0.19696969696969696,0.3387833587814047,0.21425100770575597,0.08541666666666667,0.9460341261088407,0.636744769608228,0.25,0.38750141413915373,0.3980399738990815,0.11538461538461539,0.21809670386397015,0.1921258024460883,0.09803921568627451,1.0,1.0,0.41198501872659177,0.1300097751710655
22,22,207,1106,Ki Sung-yueng,0.18182288036211175,0.21183229987678334,0.09090909090909091,0.14363289075859956,0.1601199321436556,0.08247422680412371,0.12179176438219766,0.25442985815471386,0.2934837585695441,0.20634920634920634,0.24315838079113433,0.3568041841822268,0.3655635029462995,0.18181818181818182,0.158029387239577,0.10938447510839025,0.057692307692307696,0.13748166976244014,0.11489138664026557,0.05714285714285714,0.10904605777752482,0.08189923393289884,0.029988340020059748,0.43492216956153923,0.21393594895887444,0.08321167883211679,0.1237393826482103,0.1598519431028627,0.0975609756097561,0.5099935012101334,0.36149361206754194,0.1702127659574468,0.0,0.0,0.0,0.4155919131367805,0.5013882364633953,0.2,0.5164075993091535,0.4456402590931739,0.2549019607843137,0.41251494619370244,0.3970021010379754,0.29411764705882354,0.2925105982100799,0.2373232149016902,0.15384615384615385,0.5206918114225755,0.25536733533640754,0.10775862068965517,0.19233300427772293,,,,0.0812114694703413,0.060927250491049925,0.030303030303030304,0.4350452453370233,0.24985499012146173,0.1046875,0.4779697490898201,0.3143338253702083,0.1320754716981132,0.11496836674589474,0.16252234545938796,0.038461538461538464,0.16954272831783657,0.13971676300082686,0.0784313725490196,0.19236930045153325,0.10110504778413353,0.09363295880149813,0.18621700879765396
23,23,2754,1183,Cheikhou Kouyaté,1.0,1.0,0.7402597402597403,0.5727015712045902,0.5805554101254273,0.5257731958762887,0.3703407706316245,0.17924108200924008,0.1874683822377811,0.25396825396825395,0.5107434200400185,0.555390702274975,0.6237379592352927,0.5454545454545454,0.38760893318491063,0.30000726489687896,0.28846153846153844,0.285333130436988,0.2613759067271703,0.22857142857142856,0.07851926348099576,0.06552305058815398,0.03302842077813577,0.21164070303037733,0.13957169690424512,0.17664233576642335,0.5593421831635885,0.6662447203382793,0.6097560975609756,0.2896580647750567,0.23031709710189488,0.2127659574468085,0.0,0.0,0.0,0.14683450410192278,0.16442787763869135,0.13333333333333333,0.1648870966378384,0.15597289847231882,0.1568627450980392,0.021403613505873255,0.022579321906936095,0.029411764705882353,0.10118071839140086,0.08998436450326086,0.10256410256410256,0.13677850143631595,0.10891942394154328,0.1772030651340996,0.4983547219480092,,,,0.2528226801223834,0.20791265307843093,0.18181818181818182,0.12828964734068984,0.12946245083876196,0.16302083333333334,0.30639955319173034,0.23308963495924093,0.2028301886792453,0.35088169749655523,0.4167965114896151,0.28846153846153844,0.31521483771981923,0.30877740935041137,0.29411764705882354,0.2297143338833235,0.19400884882887373,0.30337078651685395,0.489247311827957
24,24,3196,1105,Harry Arter,0.09510833406517469,0.09524452568081988,0.1038961038961039,0.054246888811000066,0.05371638314392603,0.05154639175257732,0.369724999017386,0.17158454885273838,0.174652920647496,0.25396825396825395,0.5357703555487148,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.07141841450408813,0.061669271647389806,0.05714285714285714,0.0742711208053886,0.06098102118776804,0.03087580918311289,0.04820784334035862,0.025726548610279783,0.12189781021897811,0.28094402162283344,0.31773046856346715,0.34146341463414637,0.19910030747283228,0.14793156597325355,0.14893617021276595,0.0,0.0,0.0,0.17912872681886005,0.19223997260757675,0.16666666666666666,0.14444839435952114,0.12880136153659127,0.13725490196078433,0.06428747221495172,0.06392863154351118,0.08823529411764706,0.10130147136901482,0.08492397463951074,0.10256410256410256,0.0,0.01235443761531742,0.13505747126436782,0.5406383678841724,,,,0.37968661271185244,0.2943306146807241,0.2727272727272727,0.021435270180176682,0.0522179878177161,0.12708333333333333,0.22287102052763128,0.15802446451171742,0.16037735849056603,0.5528231296897678,0.6402258967884805,0.46153846153846156,0.26981315627720953,0.2434088113053844,0.2549019607843137,0.14382361567663274,0.06471583657145927,0.23595505617977527,0.5083088954056696
25,25,312,1315,Jordan Henderson,0.18375275508298108,0.11973336455962051,0.07792207792207792,0.12207646337378715,0.09202769295885362,0.061855670103092786,0.3345867124346562,0.11241740819223227,0.07899143435779195,0.07936507936507936,0.19062644297368,0.0,0.0,0.0,0.004052103142353557,0.017160885203436293,0.019230769230769232,0.03831880108991826,0.044021957424019285,0.02857142857142857,0.22657858180647766,0.20093842117649777,0.10048178463954253,0.7621612222892015,0.6484128388835133,0.3284671532846715,0.32483722430063594,0.2579966385664942,0.1951219512195122,0.15395491464786631,0.16996917968910513,0.10638297872340426,0.0,0.0,0.0,0.2941968686257417,0.2186506181540588,0.11666666666666667,0.11071752951861938,0.1313478426880489,0.09803921568627451,0.045990358415426515,0.06084637012472064,0.058823529411764705,0.08152836264552882,0.09093312186095692,0.07692307692307693,0.8799740907216523,0.730620496762687,0.3702107279693487,0.31539980256663375,,,,0.09054083064982246,0.09337990968731363,0.06060606060606061,0.8530819499894968,0.72606583717208,0.3723958333333333,0.6325738974150538,0.6082944995132563,0.33962264150943394,0.8740401717750559,0.7370321421930585,0.34615384615384615,0.09650749654484407,0.12313774095651707,0.09803921568627451,0.2579506012600224,0.3892467706675911,0.2958801498127341,0.28983382209188663
26,26,300,834,Christian Eriksen,0.1921452853422937,0.15607280077333816,0.07792207792207792,0.0629651856066215,0.05451159236885462,0.030927835051546393,0.2675200125774625,0.0,0.0,0.0,0.1785593350777284,0.0,0.0,0.0,0.2902758753333134,0.2992047677713364,0.17307692307692307,0.22264969443652838,0.2607592259701808,0.14285714285714285,0.1398154610950671,0.12802741796981398,0.05308141703052672,0.47637232313278904,0.46069308678362325,0.1927007299270073,0.15642423814927586,0.13601202551431024,0.0975609756097561,0.19088404628956543,0.2108981047070139,0.10638297872340426,0.3017426089526403,0.4362200838884776,0.2857142857142857,0.07388733154032612,0.06327507883450323,0.016666666666666666,0.48892266447125377,0.5912986265317871,0.37254901960784315,0.24050244426419976,0.32437510675852643,0.2647058823529412,0.4737169356719086,0.5386323521038547,0.38461538461538464,0.6146464240201344,0.569688123249743,0.24042145593869732,0.2333004277722935,,,,0.6576043516767371,0.6914070385572976,0.3787878787878788,0.5186269168160706,0.5100061783927691,0.22135416666666666,0.6460739335543995,0.6343543222179232,0.29245283018867924,0.2962467471174288,0.2773604503479734,0.09615384615384616,0.43481602148460696,0.5699373347877327,0.3137254901960784,0.31659535517329956,0.49237965668216865,0.27715355805243447,0.24095796676441839
27,27,4212,2134,Luka Milivojevic,0.21182401121499275,0.21561020809145306,0.3246753246753247,0.22661122232337433,0.22980318317464835,0.35051546391752575,0.7588009485503162,0.2886936578207006,0.29785058332579756,0.6825396825396826,1.0,0.2641721796783392,0.308620344413296,0.45454545454545453,0.18163495292155027,0.14920615523388064,0.2692307692307692,0.18322066040330642,0.1745909376966646,0.2571428571428571,0.16379002772204457,0.12767394426982892,0.12501325562838894,0.5831420329679843,0.37688548790550974,0.6,0.5334164972214227,0.6349790480283658,1.0,0.34112066852751854,0.28318667357510563,0.46808510638297873,0.4828191876933174,0.5679148311306901,1.0,0.4966038320470995,0.5349755433904548,0.7333333333333333,0.39998648889918303,0.39358786098874204,0.6666666666666666,0.4031538027253078,0.44241358861402913,0.9705882352941176,0.2454462545517714,0.22706991980119734,0.4358974358974359,0.610380848725898,0.392767922639789,0.6350574712643678,0.9838762750904902,,,,0.5291236603502273,0.4526431718061675,0.6666666666666666,0.4195499300181977,0.3113646865478489,0.5078125,0.5495733699953744,0.4257170955301323,0.5990566037735849,0.6186365338493706,0.7383828292857493,0.8846153846153846,0.11880435300086481,0.11456363790270095,0.23529411764705882,0.5003821763665274,0.5472183673698378,0.9775280898876404,1.0
28,28,261,1035,Pedro Obiang,0.33345180141059977,0.32466221819620056,0.11688311688311688,0.11564806000701418,0.11386079358429592,0.05154639175257732,0.11804472860193643,0.10833812480027896,0.11154167021602023,0.06349206349206349,0.1431737725103894,0.18093148919294058,0.20796087029853266,0.09090909090909091,0.10693000526019637,0.08745378302032471,0.038461538461538464,0.20914634146341463,0.19607739199575933,0.08571428571428572,0.10450085026434039,0.08451006823817851,0.028547182160448045,0.33848400139156726,0.2239123289914392,0.06423357664233577,0.179489107808024,0.19548872180451132,0.0975609756097561,0.2814131629183849,0.23038248928058774,0.0851063829787234,0.0,0.0,0.0,0.04703746463346177,0.054869417045705624,0.0,0.12086059884989088,0.11700680272108842,0.058823529411764705,0.0,0.0,0.0,0.14832891677032062,0.13500784929356355,0.07692307692307693,0.25124456850093485,0.18301668581467312,0.06273946360153257,0.14346824613359657,,,,0.4118144562820351,0.3466014504975544,0.15151515151515152,0.22376594673090988,0.19211855022914817,0.06614583333333333,0.46890823700529694,0.35872474990070446,0.12735849056603774,0.49425003221722846,0.5674137273281672,0.15384615384615385,0.26216199325939304,0.2619490949410639,0.11764705882352941,0.3211687343077543,0.3175208824459495,0.14232209737827714,0.12903225806451613
29,29,384,1213,Ander Herrera,0.19151509423741797,0.17917152800650518,0.1038961038961039,0.05025639324274729,0.04793046618309313,0.030927835051546393,0.2814862368493456,0.2904974954293861,0.27942361646665265,0.25396825396825395,0.2752193319993844,0.11179434557539737,0.14590420968553086,0.09090909090909091,0.11176947089826078,0.10905606858727353,0.07692307692307693,0.3446074677612032,0.3668448700664776,0.22857142857142856,0.13662718445431282,0.11694686392227018,0.053205825332439095,0.49637950784886126,0.4022083307797591,0.20802919708029197,0.3634238881667327,0.3967618084045605,0.2682926829268293,0.32858969157973833,0.31111730169276414,0.19148936170212766,0.29189001541744514,0.38355570018440177,0.2857142857142857,1.0,1.0,0.5333333333333333,0.27381791078302237,0.3010015547600969,0.21568627450980393,0.02584994262636924,0.03169040526671506,0.029411764705882353,0.2443994575584001,0.2525887172812002,0.20512820512820512,0.6457075742276768,0.5038118399738686,0.2595785440613027,0.2943402435011517,,,,0.3307886659036841,0.31612578765198357,0.19696969696969696,0.6583106888328208,0.52987501374149,0.26979166666666665,0.41654992892033643,0.37832374046630524,0.20754716981132076,0.5852235511607674,0.6474893756858512,0.28846153846153844,0.22541773824533878,0.26269717546423194,0.17647058823529413,0.20406928069784208,0.25735518684333036,0.21722846441947566,0.3074291300097752
30,30,2110,857,Pascal Groß,0.3724555607361278,0.32720061131246936,0.14285714285714285,0.08563285931763469,0.07756204453957093,0.041237113402061855,0.14123442556369295,0.1926177885251513,0.1752380691081186,0.12698412698412698,0.17106356780052337,0.1663362501139367,0.17707884532529083,0.09090909090909091,0.44215057991737433,0.32198761468066384,0.17307692307692307,0.1922750888706591,0.16696005416384563,0.08571428571428572,0.15075759967551,0.11090405664420848,0.043049668860443396,0.47037452255700246,0.25404461773766135,0.10291970802919707,0.16094647288292085,0.15178044521777218,0.0975609756097561,0.14387722138274198,0.10844887202796073,0.0425531914893617,0.21714823929754207,0.23275408109531331,0.14285714285714285,0.11644874484758437,0.11000561999559667,0.03333333333333333,1.0,0.8966824644549765,0.5294117647058824,1.0,1.0,0.7647058823529411,1.0,0.8430347956414307,0.5641025641025641,0.5023094515600662,0.27031764797847574,0.11925287356321838,0.20533070088845015,,,,0.567891797383184,0.4426971133132271,0.22727272727272727,0.21893122765715642,0.1568410498358527,0.07708333333333334,0.6689672942914973,0.4588404380886238,0.19811320754716982,0.20906333527931542,0.20387329036849533,0.057692307692307696,0.6893942877903116,0.6526137620849505,0.3333333333333333,0.5566304575216773,0.5244159423972028,0.26591760299625467,0.1598240469208211
31,31,4642,1735,Davy Pröpper,0.1486133469859955,0.1493513010245499,0.2077922077922078,0.21188040912667194,0.2117592497165825,0.27835051546391754,0.5814063175547317,0.18137091432990013,0.18637223276758835,0.38095238095238093,0.8186393720178549,0.13143016618952438,0.14324716816729596,0.18181818181818182,0.3180693828136113,0.23815781905561706,0.34615384615384615,0.5570608041196278,0.49522592423550893,0.6285714285714286,0.09662616521118163,0.07666364034917435,0.05512340344686032,0.26818121821732344,0.1568618154305774,0.31532846715328466,0.3529967164798224,0.40801059767786174,0.5853658536585366,0.18420946043500297,0.14261778686262655,0.2127659574468085,0.0,0.0,0.0,0.4688508654483652,0.49716516444802533,0.5833333333333334,0.16095596487753344,0.14776002839900604,0.21568627450980393,0.030390287074779036,0.031113295650036864,0.058823529411764705,0.16162107217041582,0.13949373310395674,0.23076923076923078,0.25533187425037784,0.15669362821397567,0.3390804597701149,0.8186903586706153,,,,0.19444458084872926,0.1551844321812373,0.19696969696969696,0.23251102828849066,0.17380910764202454,0.3067708333333333,0.4399900162581776,0.3149202081301228,0.39622641509433965,0.3125274693808868,0.3633700305777971,0.40384615384615385,0.45274910599454254,0.4344416453751613,0.5882352941176471,0.2940325055601658,0.24903763438522153,0.5393258426966292,0.7927663734115347
32,32,2171,1172,Ilkay Gündogan,0.2851320944561041,0.1950186578138001,0.1038961038961039,0.134904444772223,0.10179013308959585,0.061855670103092786,0.4325599067171509,0.15433095677124067,0.11052650906605635,0.09523809523809523,0.15313221486840123,0.0,0.0,0.0,0.16698106699782722,0.24501039600285884,0.15384615384615385,0.12733034542079777,0.19476749925955178,0.11428571428571428,0.03277527417914493,0.03402345991434104,0.010101844084469026,0.22866765961973562,0.46755659285651585,0.21605839416058395,0.3178525358940605,0.2519958517156917,0.17073170731707318,0.25057942216306694,0.36857451062962776,0.2127659574468085,0.43140628065251196,0.8145588574061275,0.5714285714285714,0.4579575487947206,0.34797234259953697,0.16666666666666666,0.27592919552718553,0.43584427551255467,0.29411764705882354,0.2865418568936157,0.5047578544468662,0.4411764705882353,0.27091230106305486,0.40231779278081975,0.3076923076923077,0.48560652030823714,0.7405600392101501,0.32950191570881227,0.26488976637051664,,,,0.37607502431623036,0.5164289753094177,0.30303030303030304,0.4752556637149409,0.7033773841026316,0.32083333333333336,0.4218265489499066,0.5952247121425466,0.2971698113207547,0.2760958249430532,0.20383786872881773,0.07692307692307693,0.27584157458233793,0.49276476502756017,0.29411764705882354,0.10115026302491575,0.3488579072337715,0.2397003745318352,0.3357771260997067
33,33,3680,1777,Ashley Westwood,0.09855787513004377,0.09729865807213156,0.14285714285714285,0.11060584838678086,0.10871368838632756,0.13402061855670103,0.5126757241867228,0.2386858254879001,0.2386013418676546,0.4444444444444444,0.7392488841003544,0.14513948263177773,0.15273842151716452,0.18181818181818182,0.1616458535510157,0.11604379952409141,0.17307692307692307,0.13981070924383118,0.12000875976348639,0.14285714285714285,0.14339969300203606,0.10529068684347054,0.08076721580280763,0.46466806012198897,0.24435714525165814,0.35985401459854016,0.22361538384633495,0.2470359192471252,0.36585365853658536,0.2586306127310263,0.19001378817589462,0.2553191489361702,0.0,0.0,0.0,0.37397426474333567,0.39027334281534304,0.43333333333333335,0.4686006667594562,0.4153598667650788,0.5686274509803921,0.35238272951274746,0.34833536417593647,0.6176470588235294,0.3767901912971803,0.313998838270683,0.48717948717948717,0.3944028019124014,0.20867198329292522,0.3524904214559387,0.7546890424481737,,,,0.19820940199521714,0.15273842151716452,0.18181818181818182,0.2631877288429826,0.17494431427026486,0.284375,0.41577088388647054,0.2844254208001715,0.33962264150943394,0.21640876001187728,0.24297593887738547,0.2692307692307692,0.3258299583687857,0.29534360826987366,0.39215686274509803,0.5015919539276698,0.4534319595341031,0.6853932584269663,0.7067448680351907
34,34,651,1892,Idrissa Gueye,0.2837695800734944,0.2343656181095217,0.2857142857142857,0.19600569327920403,0.16991302868564867,0.21649484536082475,0.660198881129875,0.22461705055273984,0.19354817533953086,0.38095238095238093,0.6558565491765436,0.41506100433772525,0.5172289806436148,0.6363636363636364,0.2638369923283672,0.23185316322080324,0.3269230769230769,0.2970107062206557,0.30189283360015073,0.37142857142857144,0.09976710222833075,0.08513412890911565,0.06244189288142674,0.4655407690839917,0.3499526353399685,0.46277372262773725,0.6140137339859698,0.6122896433488499,0.8048780487804879,0.4694842360767793,0.41598987617883826,0.5531914893617021,0.0,0.0,0.0,0.7794375844318607,0.7022662128661293,0.7833333333333333,0.10562171353684359,0.1108620815937889,0.1568627450980392,0.027421021783603623,0.03209776380508088,0.058823529411764705,0.081016655269738,0.07994861653398239,0.1282051282051282,0.42380180215703644,0.3321821270731851,0.4664750957854406,0.7871010200723922,,,,0.12146295210483801,0.11083478156648888,0.13636363636363635,0.40917076791022206,0.34258808194453805,0.4395833333333333,0.5119569868568272,0.43148097173036537,0.5,1.0,1.0,0.9615384615384616,0.2275571242389317,0.25025891901342984,0.35294117647058826,0.2709192264552806,0.313772491074735,0.5805243445692884,0.7561094819159335
